Country Name,Country Code,Series Name,Series Code,2021 [YR2021],2022 [YR2022]
Dominican Republic,DOM,Control of Corruption: Estimate,CC.EST,-0.590034484863281,-0.439608067274094
Dominican Republic,DOM,Control of Corruption: Number of Sources,CC.NO.SRC,11,10
Dominican Republic,DOM,Control of Corruption: Percentile Rank,CC.PER.RNK,30.9523811340332,37.2641525268555
Dominican Republic,DOM,Government Effectiveness: Percentile Rank,GE.PER.RNK,51.9047622680664,50
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.287300646305084,0.328113049268723
Dominican Republic,DOM,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7
Dominican Republic,DOM,Rule of Law: Estimate,RL.EST,-0.115318849682808,-0.0921753123402596
Dominican Republic,DOM,Rule of Law: Number of Sources,RL.NO.SRC,11,11
Dominican Republic,DOM,Voice and Accountability: Estimate,VA.EST,0.29545733332634,0.310950070619583
Dominican Republic,DOM,Voice and Accountability: Number of Sources,VA.NO.SRC,11,11
Ecuador,ECU,Control of Corruption: Estimate,CC.EST,-0.594089090824127,-0.629928469657898
Ecuador,ECU,Control of Corruption: Number of Sources,CC.NO.SRC,10,10
Ecuador,ECU,Control of Corruption: Percentile Rank,CC.PER.RNK,30,29.7169818878174
Ecuador,ECU,Government Effectiveness: Percentile Rank,GE.PER.RNK,42.3809509277344,40.0943412780762
Ecuador,ECU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.257427930831909,-0.239295244216919
Ecuador,ECU,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7
Ecuador,ECU,Rule of Law: Estimate,RL.EST,-0.353610903024673,-0.620224118232727
Ecuador,ECU,Rule of Law: Number of Sources,RL.NO.SRC,11,11
Ecuador,ECU,Voice and Accountability: Estimate,VA.EST,0.100769482553005,0.0259184092283249
Ecuador,ECU,Voice and Accountability: Number of Sources,VA.NO.SRC,11,11
"Egypt, Arab Rep.",EGY,Control of Corruption: Estimate,CC.EST,-0.70553195476532,-0.678810477256775
"Egypt, Arab Rep.",EGY,Control of Corruption: Number of Sources,CC.NO.SRC,9,9
"Egypt, Arab Rep.",EGY,Control of Corruption: Percentile Rank,CC.PER.RNK,26.6666660308838,26.4150943756104
"Egypt, Arab Rep.",EGY,Government Effectiveness: Percentile Rank,GE.PER.RNK,34.761905670166,33.9622650146484
"Egypt, Arab Rep.",EGY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.03284096717834,-1.02805662155151
"Egypt, Arab Rep.",EGY,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,8
"Egypt, Arab Rep.",EGY,Rule of Law: Estimate,RL.EST,-0.259292423725128,-0.263772666454315
"Egypt, Arab Rep.",EGY,Rule of Law: Number of Sources,RL.NO.SRC,11,11
"Egypt, Arab Rep.",EGY,Voice and Accountability: Estimate,VA.EST,-1.50708985328674,-1.45158803462982
"Egypt, Arab Rep.",EGY,Voice and Accountability: Number of Sources,VA.NO.SRC,12,12
El Salvador,SLV,Control of Corruption: Estimate,CC.EST,-0.553035497665405,-0.642081201076508
El Salvador,SLV,Control of Corruption: Number of Sources,CC.NO.SRC,12,11
El Salvador,SLV,Control of Corruption: Percentile Rank,CC.PER.RNK,32.8571434020996,27.8301887512207
El Salvador,SLV,Government Effectiveness: Percentile Rank,GE.PER.RNK,38.0952377319336,38.6792449951172
El Salvador,SLV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0915462896227837,-0.153124496340752
El Salvador,SLV,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,8
El Salvador,SLV,Rule of Law: Estimate,RL.EST,-0.865895867347717,-0.741353929042816
El Salvador,SLV,Rule of Law: Number of Sources,RL.NO.SRC,12,12
El Salvador,SLV,Voice and Accountability: Estimate,VA.EST,-0.0597929991781712,-0.371873050928116
El Salvador,SLV,Voice and Accountability: Number of Sources,VA.NO.SRC,12,12
Equatorial Guinea,GNQ,Control of Corruption: Estimate,CC.EST,-1.58688843250275,-1.60171604156494
Equatorial Guinea,GNQ,Control of Corruption: Number of Sources,CC.NO.SRC,5,5
Equatorial Guinea,GNQ,Control of Corruption: Percentile Rank,CC.PER.RNK,3.33333325386047,2.8301887512207
Equatorial Guinea,GNQ,Government Effectiveness: Percentile Rank,GE.PER.RNK,11.4285717010498,9.90566062927246
Equatorial Guinea,GNQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.202780559659004,-0.0742535442113876
Equatorial Guinea,GNQ,Regulatory Quality: Number of Sources,RQ.NO.SRC,4,4
Equatorial Guinea,GNQ,Rule of Law: Estimate,RL.EST,-1.20103907585144,-1.40625643730164
Equatorial Guinea,GNQ,Rule of Law: Number of Sources,RL.NO.SRC,6,6
Equatorial Guinea,GNQ,Voice and Accountability: Estimate,VA.EST,-1.713658452034,-1.66811335086823
Equatorial Guinea,GNQ,Voice and Accountability: Number of Sources,VA.NO.SRC,8,8
Eritrea,ERI,Control of Corruption: Estimate,CC.EST,-1.25714194774628,-1.282102227211
Eritrea,ERI,Control of Corruption: Number of Sources,CC.NO.SRC,8,8
Eritrea,ERI,Control of Corruption: Percentile Rank,CC.PER.RNK,9.0476188659668,8.01886749267578
Eritrea,ERI,Government Effectiveness: Percentile Rank,GE.PER.RNK,4.2857141494751,3.77358484268188
Eritrea,ERI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.05565702915192,-0.970292985439301
Eritrea,ERI,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7
Eritrea,ERI,Rule of Law: Estimate,RL.EST,-1.58194589614868,-1.7713862657547
Eritrea,ERI,Rule of Law: Number of Sources,RL.NO.SRC,9,9
Eritrea,ERI,Voice and Accountability: Estimate,VA.EST,-1.93016028404236,-1.8799307346344
Eritrea,ERI,Voice and Accountability: Number of Sources,VA.NO.SRC,8,8
Estonia,EST,Control of Corruption: Estimate,CC.EST,1.50684297084808,1.54468286037445
Estonia,EST,Control of Corruption: Number of Sources,CC.NO.SRC,12,12
Estonia,EST,Control of Corruption: Percentile Rank,CC.PER.RNK,90,91.0377349853516
Estonia,EST,Government Effectiveness: Percentile Rank,GE.PER.RNK,88.5714263916016,89.6226425170898
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.74846613407135,0.723720729351044
Estonia,EST,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,8
Estonia,EST,Rule of Law: Estimate,RL.EST,1.38953363895416,1.42638909816742
Estonia,EST,Rule of Law: Number of Sources,RL.NO.SRC,12,12
Estonia,EST,Voice and Accountability: Estimate,VA.EST,1.18000292778015,1.19773054122925
Estonia,EST,Voice and Accountability: Number of Sources,VA.NO.SRC,10,10
Eswatini,SWZ,Control of Corruption: Estimate,CC.EST,-0.702006816864014,-0.668882489204407
Eswatini,SWZ,Control of Corruption: Number of Sources,CC.NO.SRC,7,8
Eswatini,SWZ,Control of Corruption: Percentile Rank,CC.PER.RNK,27.1428565979004,26.8867931365967
Eswatini,SWZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,25.7142848968506,26.4150943756104
Eswatini,SWZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.346043050289154,-0.249723330140114
Eswatini,SWZ,Regulatory Quality: Number of Sources,RQ.NO.SRC,5,5
Eswatini,SWZ,Rule of Law: Estimate,RL.EST,-0.575594961643219,-0.602303206920624
Eswatini,SWZ,Rule of Law: Number of Sources,RL.NO.SRC,8,9
Eswatini,SWZ,Voice and Accountability: Estimate,VA.EST,-1.29784452915192,-1.22704982757568
Eswatini,SWZ,Voice and Accountability: Number of Sources,VA.NO.SRC,10,11
Ethiopia,ETH,Control of Corruption: Estimate,CC.EST,-0.422970861196518,-0.44087877869606
Ethiopia,ETH,Control of Corruption: Number of Sources,CC.NO.SRC,12,12
Ethiopia,ETH,Control of Corruption: Percentile Rank,CC.PER.RNK,37.6190490722656,36.7924537658691
Ethiopia,ETH,Government Effectiveness: Percentile Rank,GE.PER.RNK,29.0476188659668,24.056604385376
Ethiopia,ETH,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.18371319770813,-2.03806757926941
Ethiopia,ETH,Regulatory Quality: Number of Sources,RQ.NO.SRC,9,9
Ethiopia,ETH,Rule of Law: Estimate,RL.EST,-0.62435907125473,-0.623456954956055
Ethiopia,ETH,Rule of Law: Number of Sources,RL.NO.SRC,13,13
Ethiopia,ETH,Voice and Accountability: Estimate,VA.EST,-1.07255017757416,-1.04858255386353
Ethiopia,ETH,Voice and Accountability: Number of Sources,VA.NO.SRC,13,13
Fiji,FJI,Control of Corruption: Estimate,CC.EST,0.443210333585739,0.388570487499237
Fiji,FJI,Control of Corruption: Number of Sources,CC.NO.SRC,4,5
Fiji,FJI,Control of Corruption: Percentile Rank,CC.PER.RNK,65.7142868041992,64.6226425170898
Fiji,FJI,Government Effectiveness: Percentile Rank,GE.PER.RNK,72.8571395874023,71.2264175415039
Fiji,FJI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.724108815193176,0.764339506626129
Fiji,FJI,Regulatory Quality: Number of Sources,RQ.NO.SRC,3,4
Fiji,FJI,Rule of Law: Estimate,RL.EST,0.298335909843445,0.321682155132294
Fiji,FJI,Rule of Law: Number of Sources,RL.NO.SRC,4,5
Fiji,FJI,Voice and Accountability: Estimate,VA.EST,-0.16624815762043,-0.149171754717827
Fiji,FJI,Voice and Accountability: Number of Sources,VA.NO.SRC,5,5
Finland,FIN,Control of Corruption: Estimate,CC.EST,2.23821711540222,2.24697780609131
Finland,FIN,Control of Corruption: Number of Sources,CC.NO.SRC,10,10
Finland,FIN,Control of Corruption: Percentile Rank,CC.PER.RNK,99.523811340332,99.5283050537109
Finland,FIN,Government Effectiveness: Percentile Rank,GE.PER.RNK,98.0952377319336,96.698112487793
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.963134944438934,0.891491711139679
Finland,FIN,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7
Finland,FIN,Rule of Law: Estimate,RL.EST,2.01348161697388,1.95837247371674
Finland,FIN,Rule of Law: Number of Sources,RL.NO.SRC,10,10
Finland,FIN,Voice and Accountability: Estimate,VA.EST,1.60982477664948,1.60161948204041
Finland,FIN,Voice and Accountability: Number of Sources,VA.NO.SRC,9,9
France,FRA,Control of Corruption: Estimate,CC.EST,1.28228497505188,1.25952994823456
France,FRA,Control of Corruption: Number of Sources,CC.NO.SRC,10,10
France,FRA,Control of Corruption: Percentile Rank,CC.PER.RNK,89.0476226806641,85.3773574829102
France,FRA,Government Effectiveness: Percentile Rank,GE.PER.RNK,85.2380981445313,83.0188674926758
France,FRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.32552382349968,0.334524124860764
France,FRA,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7
France,FRA,Rule of Law: Estimate,RL.EST,1.26025199890137,1.18272042274475
France,FRA,Rule of Law: Number of Sources,RL.NO.SRC,10,10
France,FRA,Voice and Accountability: Estimate,VA.EST,1.10469245910645,1.10586476325989
France,FRA,Voice and Accountability: Number of Sources,VA.NO.SRC,10,10
French Guiana,GUF,Control of Corruption: Estimate,CC.EST,0.900672316551209,0.936512172222137
French Guiana,GUF,Control of Corruption: Number of Sources,CC.NO.SRC,2,2
French Guiana,GUF,Control of Corruption: Percentile Rank,CC.PER.RNK,80.476188659668,80.1886825561523
French Guiana,GUF,Government Effectiveness: Percentile Rank,GE.PER.RNK,84.7619018554688,86.3207550048828
French Guiana,GUF,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.327672392129898,0.331466466188431
French Guiana,GUF,Regulatory Quality: Number of Sources,RQ.NO.SRC,2,2
French Guiana,GUF,Rule of Law: Estimate,RL.EST,1.13994574546814,1.13470649719238
French Guiana,GUF,Rule of Law: Number of Sources,RL.NO.SRC,2,2
French Guiana,GUF,Voice and Accountability: Estimate,VA.EST,1.27742886543274,1.26603055000305
French Guiana,GUF,Voice and Accountability: Number of Sources,VA.NO.SRC,1,1
Gabon,GAB,Control of Corruption: Estimate,CC.EST,-0.869527161121368,-1.04809939861298
Gabon,GAB,Control of Corruption: Number of Sources,CC.NO.SRC,8,9
Gabon,GAB,Control of Corruption: Percentile Rank,CC.PER.RNK,20.9523811340332,16.0377349853516
Gabon,GAB,Government Effectiveness: Percentile Rank,GE.PER.RNK,19.5238094329834,24.5283012390137
Gabon,GAB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0757728293538094,0.0698951333761215
Gabon,GAB,Regulatory Quality: Number of Sources,RQ.NO.SRC,5,6
Gabon,GAB,Rule of Law: Estimate,RL.EST,-0.705375611782074,-0.840579450130463
Gabon,GAB,Rule of Law: Number of Sources,RL.NO.SRC,9,10
Gabon,GAB,Voice and Accountability: Estimate,VA.EST,-0.893327057361603,-0.879000067710876
Gabon,GAB,Voice and Accountability: Number of Sources,VA.NO.SRC,10,11
"Gambia, The",GMB,Control of Corruption: Estimate,CC.EST,-0.382034093141556,-0.278427481651306
"Gambia, The",GMB,Control of Corruption: Number of Sources,CC.NO.SRC,11,12
"Gambia, The",GMB,Control of Corruption: Percentile Rank,CC.PER.RNK,40.9523811340332,46.2264137268066
"Gambia, The",GMB,Government Effectiveness: Percentile Rank,GE.PER.RNK,27.1428565979004,27.3584899902344
"Gambia, The",GMB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0352661535143852,0.0458285696804523
"Gambia, The",GMB,Regulatory Quality: Number of Sources,RQ.NO.SRC,9,9
"Gambia, The",GMB,Rule of Law: Estimate,RL.EST,-0.406059205532074,-0.449605196714401
"Gambia, The",GMB,Rule of Law: Number of Sources,RL.NO.SRC,12,13
"Gambia, The",GMB,Voice and Accountability: Estimate,VA.EST,-0.105402499437332,-0.0414298065006733
"Gambia, The",GMB,Voice and Accountability: Number of Sources,VA.NO.SRC,12,13
Georgia,GEO,Control of Corruption: Estimate,CC.EST,0.661190092563629,0.620237648487091
Georgia,GEO,Control of Corruption: Number of Sources,CC.NO.SRC,8,8
Georgia,GEO,Control of Corruption: Percentile Rank,CC.PER.RNK,74.2857131958008,72.1698150634766
Georgia,GEO,Government Effectiveness: Percentile Rank,GE.PER.RNK,70.9523773193359,72.6415100097656
Georgia,GEO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.429646611213684,-0.440949499607086
Georgia,GEO,Regulatory Quality: Number of Sources,RQ.NO.SRC,6,6
Georgia,GEO,Rule of Law: Estimate,RL.EST,0.144988313317299,0.169973269104958
Georgia,GEO,Rule of Law: Number of Sources,RL.NO.SRC,9,9
Georgia,GEO,Voice and Accountability: Estimate,VA.EST,0.0104059325531125,0.0137373208999634
Georgia,GEO,Voice and Accountability: Number of Sources,VA.NO.SRC,9,9
Germany,DEU,Control of Corruption: Estimate,CC.EST,1.78317177295685,1.81837582588196
Germany,DEU,Control of Corruption: Number of Sources,CC.NO.SRC,10,10
Germany,DEU,Control of Corruption: Percentile Rank,CC.PER.RNK,95.7142868041992,95.7547149658203
Germany,DEU,Government Effectiveness: Percentile Rank,GE.PER.RNK,87.1428604125977,88.2075500488281
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.725666701793671,0.614759147167206
Germany,DEU,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7
Germany,DEU,Rule of Law: Estimate,RL.EST,1.57233679294586,1.53315436840057
Germany,DEU,Rule of Law: Number of Sources,RL.NO.SRC,10,10
Germany,DEU,Voice and Accountability: Estimate,VA.EST,1.42001807689667,1.4095424413681
Germany,DEU,Voice and Accountability: Number of Sources,VA.NO.SRC,10,10
Ghana,GHA,Control of Corruption: Estimate,CC.EST,-0.128527134656906,-0.0459954999387264
Ghana,GHA,Control of Corruption: Number of Sources,CC.NO.SRC,13,13
Ghana,GHA,Control of Corruption: Percentile Rank,CC.PER.RNK,50,52.8301887512207
Ghana,GHA,Government Effectiveness: Percentile Rank,GE.PER.RNK,44.761905670166,50.4716987609863
Ghana,GHA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0657853037118912,-0.0659129694104195
Ghana,GHA,Regulatory Quality: Number of Sources,RQ.NO.SRC,10,10
Ghana,GHA,Rule of Law: Estimate,RL.EST,-0.106361292302608,-0.0763198062777519
Ghana,GHA,Rule of Law: Number of Sources,RL.NO.SRC,14,14
Ghana,GHA,Voice and Accountability: Estimate,VA.EST,0.462129205465317,0.394973695278168
Ghana,GHA,Voice and Accountability: Number of Sources,VA.NO.SRC,13,13
Greece,GRC,Control of Corruption: Estimate,CC.EST,0.183452636003494,0.0377966053783894
Greece,GRC,Control of Corruption: Number of Sources,CC.NO.SRC,10,10
Greece,GRC,Control of Corruption: Percentile Rank,CC.PER.RNK,59.523811340332,56.6037750244141
Greece,GRC,Government Effectiveness: Percentile Rank,GE.PER.RNK,67.1428604125977,66.5094375610352
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.101313188672066,0.0643030628561974
Greece,GRC,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7
Greece,GRC,Rule of Law: Estimate,RL.EST,0.321593731641769,0.325584709644318
Greece,GRC,Rule of Law: Number of Sources,RL.NO.SRC,10,10
Greece,GRC,Voice and Accountability: Estimate,VA.EST,0.945831060409546,0.953022003173828
Greece,GRC,Voice and Accountability: Number of Sources,VA.NO.SRC,9,9
Greenland,GRL,Control of Corruption: Estimate,CC.EST,1.00184488296509,1.02883803844452
Greenland,GRL,Control of Corruption: Number of Sources,CC.NO.SRC,1,1
Greenland,GRL,Control of Corruption: Percentile Rank,CC.PER.RNK,81.9047622680664,82.0754699707031
Greenland,GRL,Government Effectiveness: Percentile Rank,GE.PER.RNK,74.7619018554688,76.4150924682617
Greenland,GRL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.87737047672272,1.56596922874451
Greenland,GRL,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1
Greenland,GRL,Rule of Law: Estimate,RL.EST,1.68722951412201,1.69060826301575
Greenland,GRL,Rule of Law: Number of Sources,RL.NO.SRC,1,1
Greenland,GRL,Voice and Accountability: Estimate,VA.EST,1.27742886543274,1.26603055000305
Greenland,GRL,Voice and Accountability: Number of Sources,VA.NO.SRC,1,1
Grenada,GRD,Control of Corruption: Estimate,CC.EST,0.494174867868423,0.483669131994247
Grenada,GRD,Control of Corruption: Number of Sources,CC.NO.SRC,3,3
Grenada,GRD,Control of Corruption: Percentile Rank,CC.PER.RNK,67.1428604125977,67.4528274536133
Grenada,GRD,Government Effectiveness: Percentile Rank,GE.PER.RNK,53.3333320617676,54.7169799804688
Grenada,GRD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.04016363620758,1.04379844665527
Grenada,GRD,Regulatory Quality: Number of Sources,RQ.NO.SRC,3,3
Grenada,GRD,Rule of Law: Estimate,RL.EST,0.489527076482773,0.554005026817322
Grenada,GRD,Rule of Law: Number of Sources,RL.NO.SRC,3,3
Grenada,GRD,Voice and Accountability: Estimate,VA.EST,0.725593209266663,0.703290700912476
Grenada,GRD,Voice and Accountability: Number of Sources,VA.NO.SRC,2,2
Guam,GUM,Control of Corruption: Estimate,CC.EST,1.2798718214035,1.27020359039307
Guam,GUM,Control of Corruption: Number of Sources,CC.NO.SRC,1,1
Guam,GUM,Control of Corruption: Percentile Rank,CC.PER.RNK,88.5714263916016,88.6792449951172
Guam,GUM,Government Effectiveness: Percentile Rank,GE.PER.RNK,72.3809509277344,74.5283050537109
Guam,GUM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.877565145492554,0.808528244495392
Guam,GUM,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1
Guam,GUM,Rule of Law: Estimate,RL.EST,1.13890171051025,1.22111785411835
Guam,GUM,Rule of Law: Number of Sources,RL.NO.SRC,1,1
Guam,GUM,Voice and Accountability: Estimate,VA.EST,1.10831809043884,1.10207986831665
Guam,GUM,Voice and Accountability: Number of Sources,VA.NO.SRC,1,1
Guatemala,GTM,Control of Corruption: Estimate,CC.EST,-1.19213712215424,-1.20975136756897
Guatemala,GTM,Control of Corruption: Number of Sources,CC.NO.SRC,11,10
Guatemala,GTM,Control of Corruption: Percentile Rank,CC.PER.RNK,11.9047622680664,11.3207550048828
Guatemala,GTM,Government Effectiveness: Percentile Rank,GE.PER.RNK,21.9047622680664,16.5094337463379
Guatemala,GTM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.395547091960907,-0.30497133731842
Guatemala,GTM,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7
Guatemala,GTM,Rule of Law: Estimate,RL.EST,-1.10979080200195,-1.12713825702667
Guatemala,GTM,Rule of Law: Number of Sources,RL.NO.SRC,11,11
Guatemala,GTM,Voice and Accountability: Estimate,VA.EST,-0.464397668838501,-0.523062348365784
Guatemala,GTM,Voice and Accountability: Number of Sources,VA.NO.SRC,11,11
Guinea,GIN,Control of Corruption: Estimate,CC.EST,-1.02238535881042,-1.00541496276855
Guinea,GIN,Control of Corruption: Number of Sources,CC.NO.SRC,12,12
Guinea,GIN,Control of Corruption: Percentile Rank,CC.PER.RNK,17.1428565979004,18.3962268829346
Guinea,GIN,Government Effectiveness: Percentile Rank,GE.PER.RNK,14.7619047164917,15.5660381317139
Guinea,GIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.939894258975983,-0.864391386508942
Guinea,GIN,Regulatory Quality: Number of Sources,RQ.NO.SRC,9,9
Guinea,GIN,Rule of Law: Estimate,RL.EST,-1.16071748733521,-1.10235893726349
Guinea,GIN,Rule of Law: Number of Sources,RL.NO.SRC,13,13
Guinea,GIN,Voice and Accountability: Estimate,VA.EST,-0.988577723503113,-1.07498741149902
Guinea,GIN,Voice and Accountability: Number of Sources,VA.NO.SRC,12,12
Guinea-Bissau,GNB,Control of Corruption: Estimate,CC.EST,-1.31993007659912,-1.18539381027222
Guinea-Bissau,GNB,Control of Corruption: Number of Sources,CC.NO.SRC,8,8
Guinea-Bissau,GNB,Control of Corruption: Percentile Rank,CC.PER.RNK,7.14285707473755,11.7924528121948
Guinea-Bissau,GNB,Government Effectiveness: Percentile Rank,GE.PER.RNK,7.14285707473755,6.60377359390259
Guinea-Bissau,GNB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.280024617910385,-0.394830405712128
Guinea-Bissau,GNB,Regulatory Quality: Number of Sources,RQ.NO.SRC,7,7
Guinea-Bissau,GNB,Rule of Law: Estimate,RL.EST,-1.46193087100983,-1.45421802997589
Guinea-Bissau,GNB,Rule of Law: Number of Sources,RL.NO.SRC,9,9
Guinea-Bissau,GNB,Voice and Accountability: Estimate,VA.EST,-0.239976644515991,-0.39475405216217
Guinea-Bissau,GNB,Voice and Accountability: Number of Sources,VA.NO.SRC,8,8
Guyana,GUY,Control of Corruption: Estimate,CC.EST,-0.187444075942039,-0.295775651931763
Guyana,GUY,Control of Corruption: Number of Sources,CC.NO.SRC,8,7
Guyana,GUY,Control of Corruption: Percentile Rank,CC.PER.RNK,48.5714302062988,45.2830200195313
Guyana,GUY,Government Effectiveness: Percentile Rank,GE.PER.RNK,40.9523811340332,43.3962249755859
Guyana,GUY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.137163653969765,0.0270621627569199
Guyana,GUY,Regulatory Quality: Number of Sources,RQ.NO.SRC,6,6
Guyana,GUY,Rule of Law: Estimate,RL.EST,-0.416192442178726,-0.313648909330368
Guyana,GUY,Rule of Law: Number of Sources,RL.NO.SRC,8,8
Guyana,GUY,Voice and Accountability: Estimate,VA.EST,0.240642249584198,0.191786617040634
Guyana,GUY,Voice and Accountability: Number of Sources,VA.NO.SRC,7,7
Haiti,HTI,Control of Corruption: Estimate,CC.EST,-1.44135892391205,-1.45903766155243
Haiti,HTI,Control of Corruption: Number of Sources,CC.NO.SRC,9,9
Haiti,HTI,Control of Corruption: Percentile Rank,CC.PER.RNK,5.2380952835083,5.18867921829224
Haiti,HTI,Government Effectiveness: Percentile Rank,GE.PER.RNK,0.952380955219269,0.943396210670471
Haiti,HTI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.12809944152832,-1.4062956571579
Haiti,HTI,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,8
Haiti,HTI,Rule of Law: Estimate,RL.EST,-1.2622035741806,-1.37736070156097
Haiti,HTI,Rule of Law: Number of Sources,RL.NO.SRC,10,10
Haiti,HTI,Voice and Accountability: Estimate,VA.EST,-0.952238917350769,-1.19199299812317
Haiti,HTI,Voice and Accountability: Number of Sources,VA.NO.SRC,9,9
Honduras,HND,Control of Corruption: Estimate,CC.EST,-1.09101843833923,-1.00207138061523
Honduras,HND,Control of Corruption: Number of Sources,CC.NO.SRC,13,12
Honduras,HND,Control of Corruption: Percentile Rank,CC.PER.RNK,14.7619047164917,18.8679237365723
Honduras,HND,Government Effectiveness: Percentile Rank,GE.PER.RNK,20,19.3396224975586
Honduras,HND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.627824068069458,-0.552035331726074
Honduras,HND,Regulatory Quality: Number of Sources,RQ.NO.SRC,9,9
Honduras,HND,Rule of Law: Estimate,RL.EST,-1.08720982074738,-1.01709938049316
Honduras,HND,Rule of Law: Number of Sources,RL.NO.SRC,13,13
Honduras,HND,Voice and Accountability: Estimate,VA.EST,-0.589030981063843,-0.491803079843521
Honduras,HND,Voice and Accountability: Number of Sources,VA.NO.SRC,12,12
"Hong Kong SAR, China",HKG,Control of Corruption: Estimate,CC.EST,1.67969024181366,1.61064612865448
"Hong Kong SAR, China",HKG,Control of Corruption: Number of Sources,CC.NO.SRC,9,9
"Hong Kong SAR, China",HKG,Control of Corruption: Percentile Rank,CC.PER.RNK,94.2857131958008,92.4528274536133
"Hong Kong SAR, China",HKG,Government Effectiveness: Percentile Rank,GE.PER.RNK,93.3333358764648,95.7547149658203
"Hong Kong SAR, China",HKG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.263209611177444,0.61155503988266
"Hong Kong SAR, China",HKG,Regulatory Quality: Number of Sources,RQ.NO.SRC,6,6
"Hong Kong SAR, China",HKG,Rule of Law: Estimate,RL.EST,1.41228151321411,1.2792032957077
"Hong Kong SAR, China",HKG,Rule of Law: Number of Sources,RL.NO.SRC,9,9
"Hong Kong SAR, China",HKG,Voice and Accountability: Estimate,VA.EST,-0.255466371774673,-0.406677544116974
"Hong Kong SAR, China",HKG,Voice and Accountability: Number of Sources,VA.NO.SRC,9,9
Hungary,HUN,Control of Corruption: Estimate,CC.EST,0.0125177456066012,-0.103074185550213
Hungary,HUN,Control of Corruption: Number of Sources,CC.NO.SRC,12,12
Hungary,HUN,Control of Corruption: Percentile Rank,CC.PER.RNK,55.238094329834,51.4150924682617
Hungary,HUN,Government Effectiveness: Percentile Rank,GE.PER.RNK,70.476188659668,68.8679275512695
Hungary,HUN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.798463761806488,0.635951280593872
Hungary,HUN,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,8
Hungary,HUN,Rule of Law: Estimate,RL.EST,0.506304800510406,0.423674017190933
Hungary,HUN,Rule of Law: Number of Sources,RL.NO.SRC,12,12
Hungary,HUN,Voice and Accountability: Estimate,VA.EST,0.397210419178009,0.422079831361771
Hungary,HUN,Voice and Accountability: Number of Sources,VA.NO.SRC,11,11
Iceland,ISL,Control of Corruption: Estimate,CC.EST,1.760617852211,1.56752812862396
Iceland,ISL,Control of Corruption: Number of Sources,CC.NO.SRC,7,7
Iceland,ISL,Control of Corruption: Percentile Rank,CC.PER.RNK,95.2380981445313,91.5094375610352
